"textEmbedding","resposta"
"\": QUOTE THIS WITH WHAT U GOT I GOT SLOW SEX WITH HARRY ?? ",1
"RT #mention: Excited to be a part of a CO Craft  Dinner feat. #mention, #mention, &amp; #mention at #mention! http:a?|",1
"Cant wait for summer me. So fucking badly needed. Coaching footie, beaches and . This weather can do one",1
"Seeing people  makes me wanna be  ?",1
"Yes the dark  will have u ready to talk shit n fight ??",1
" writing a lesson plan to teach underprivileged youth the secrets of advertising",1
"Draya is so .",1
"Draya is  boots &amp; this is wack",1
"Went out and found a restaurant that brews their own  with crazy ass flavors. It was good shit.",1
"Aye no lie, when I used to get  and couldnt hold my  I used to be crying like Draya",1
"RT : Draya  is shit ls",1
"GA?A?: If you have a case of the Mondays or a case of , come sit by me. ",1
"If you  when Blood on the Leaves comes on and you not sober from spazzing out and sweating the liq out by the end you doing it wrong",1
"In related news, the Tigers front office is . What a terrible off-season. Ill shut up about baseball for now.",1
"A4. Avocado- of course! cojita, crema, siracha, crunchy radish. With a  on the side of course! ",1
"If youre going Drake concert tomorrow and want to get  inside.. Holla at me..",1
"RT #mention: If you didnt  my  last week, fear not as u could be this weeka?Ts lucky winner. Follow &amp; RT to be in wa?|",1
"RT #mention: Im pretty popular on Pinterest   Ive got a whole board dedicated to  &amp; midget porn",1
"My grandmas bae of like 40 years is a old ass . This nigga is killing himself. He has about another month to live if that",1
"RT : Went to last weekend. Check it out! ",1
"RT #mention:  as Legislative Lubricant: Impasse is still an impasse no matter how much swanky booze you buy the other side http://t.coa?|",1
"\": When girls get off their period ",1
"RT #mention: Hey people under a lot of stress, what part of  dont you understand?",1
"a?o#mention: The dark  give you energy.a?? The brown keep you down the white gone keep ya hype my boy",1
"I always get  an tell girls to sit on my face ? ",1
"United Nations calls for extending tobacco-style restrictions to .. #url  #media",1
"? and calculus don?t mix. Never drink and derive.?",1
"when is  ",1
"Shanice tryna get  tonight ? she knw I got our Patron",1
"Draya  as shit why Sundy playing ?",1
"RT : This episode was everything.  Draya is the best Draya. Hahah!",1
"RT : Looking back at my  actions ",1
"RT : While Im in the gym youll be at a party. When Im drinking Gatorade youll be drinking . When Im at college you will be at home.",1
"Neon  pong looks so fun??",1
"\"The SAMI MARTINI~FROZEN  STRAIGHT FROM THE FREEZER (No Vermouth)!  A PERFECT SETUP  #url",1
"Remember when justin was  and he called a fan his penguin. Lmao what goes on inside of his head ?",1
"Santa isnt real so technically we booed a random  guy so fuck you Richards",1
"ce ce all on his ? like ",1
"Then Ill be  Saturday and Sunday cuz birthday :)",1
"One of those nights where I get  but I cant",1
"the only  u should b having after a comp is a cheer  bye",1
"Imma show you how to turn it up a notch first you get these women full, full of  then you dive in~",1
"Im  and high. Please ignore me.",1
"4 Bottle  makes me feel as if 4 bottles have smashed on my ears.",1
"Fun night tasting  &amp; salsa. Great job Kim from #mention! Loved hanging out with #mention and #mention!  ",1
"Sometimes it takes a lot of guts to make a common - #mention, \"Man-O-Awe\": #url #mention ",1
"if youre ever alone and too  to clean up your own vomit, you can call me & Ill explain it patiently & step by step. thanks",1
"Aca,?A\": I need a hug or 6 shots of  pleaseAca,?A?",1
"Browns :  and pubs A,A?22bn contribution to UK economy & that awkward .. ",1
"U havent lived til u consistently tongue down random  white hoes lol",1
"RT #mention: #mention just polishing off some Rye 95, so tasty! ",1
"Mann if weed a gateway drug so is energy drinks. Me and the homies used to be  af off them joints growing up. What I do, drink.",1
"She acting like cause she high she ion know what she talkin bout ?? bitch you aint  shut up",1
"RT : As a mere boy Id always wonder why my father ate potato chips and drank  together. As a man, it totally makes sense.",1
"RT @iam_kiamarie: a?o#mention: Draya was Mollied TF up ???a?? lol and everybody kept saying she was  ? Her and Malaysia was #Roa?|",1
"Can my  ass get some nudes",1
"RT #mention: Im  now..ima call a random number and hold a great ass conversation",1
"Looks like  #mention is open for  appreciation  ",1
"RT : Today marks the beginning of a new chapter, we learned a lot and we finally brewed ",1
"RT #mention: I got 99 problems and summer can solve them all",1
"Rockstar with  Sauce \m/ #url",1
"RT #mention: Whiskey is literally the worst ",1
"Im not sure which fic I want them to read but imagine them reading  Words, Sober Thoughts",1
"[#mention] slugs  str8, thugs &amp; laughs with the HOT 97 Morning Show.. via #mention #url",1
"RT : \"To some its a six-pack. To me its a Support Group.\" ~ Leo Durocher ",1
"Ergly man \"#mention: Leave us alone RT #mention: But some people eh even if you are  they still wont pap in your eyes..\"",1
"Im not , Im just intoxicated by you.",1
"RT : Great way to spend Sunday, Taxes and .. very dangerous.",1
"You had me at hello. Just a great ride from start to end. Onlu could find two fails; when Red crushed the .. #url",1
"RT : Scientists have proven that humans can stay alive for many months by only drinking water and .",1
"Fruit flavoured  is acceptable. Caramel though? Hell no.",1
"I wanna get ",1
"RT @BSNGraduate2013: Belligerent  bilateral AKA pt told nurse he was gonna beat her has. She says \"Walk on over here and do it\"  I hada?|",1
"Watch #mention with  at #mention from last night #url",1
"RT #mention: I wana play  pong ?",1
"Yall see what I was talking about that brown ? That shit turns you into the Hulk! I snuffed a chick twice my size drinking that!",1
"Haha!! Was she forced? Nawa o \"#mention: #mention #mention Was at a scene yesterday where a gurl was . It was crazy!! Lolz\"",1
"RT #mention: \"Dark Harry\" \"punk Harry\" \" Harry\" \"agressive Harry\"  But in reality. #media",1
" Get help w/ #url Outpatient  Addiction Program in St. Louis Missouri",1
"RT #mention: : More than 2 million Americans are at work because of . ",1
"\"#mention:  can actually lower the risk of developing kidney stones by 40%.\"",1
"RT #mention: Each day this week, Osborne is plugging a key part of his Budget. Yesterday: drinks . Today: plays bingo. Tomorrow:a?|",1
"RT @Ebieluv1: U are not seroious right??\"@iAm_Dskywalker: Cigarette,  &amp; Codeine\"@TEENT_ME: Marijuana, cigarette, , Cocaine, Sa?|",1
"RT : Bad ? Try honey on crackers. The fructose in the honey flushes  out of your system.",1
"I was  as shit lastnight ??",1
"Colo. governor installs  taps at mansion #url",1
"RT #mention: If u did not win my  last week, fear not as you could be this weeka?Ts lucky winner. Follow &amp; RT to be in wa?|",1
"The  thats brewed with smoked brains - #url ",1
"When you havent had a  for fucking ages and you finally get one its like the world is ending.",1
"Very \"@LammiMUFC:  youre  \"#mention:  City will win today\" #mention: Derby Day?\"\"",1
"RT #mention: Shes all\"youre ONLY into fast cars\"&amp; Im just poppin some corn, drinking a  &amp; ready to trace her tattoos with my tonguea?|",1
"RT : Sickest  pong table ever! ?? ",1
"Solomon grudy its your wedding day go home you are .",1
"OK, consider the pot sweetned. Ill toss in TWO video games too. 1 jersey and 2 video games for 4 pints of .",1
"RT : Technically youre not drinking alone if the  has a first name.. Thanks Jack",1
"Its been a YEAR since we opened our doors in Columbia! Celebrate with us tomorrow in Columbia w/$1 sliders &amp; ! ",1
"RT : Justin Bieber leaving a whore house in Brazil after he fucked her HAHAHA (more pictures) ?? ",1
"RT #mention: Osborne goes from bad to worse - what kind of brainwrong doesnt let their pint settle?! #url via @zelo_sta?|",1
"Uinta Birthday Suit Sour Farmhouse Ale debuts for companyAca,?a\"cs 21st anniversary ",1
"Music tonight with Barry McAuley at 9.30pm. Both Early Bird &amp; Pizza &amp; Pint  or Glass Wine for a,?9.95 Deal available from 5pm onwards.",1
"So we were wondering, of all the athletes who holds their  best?: #url",1
"RT #mention: ??? RT @MrT33zy: I see he slapped the vocabulary out of yo ass too RT @prettyjojo89: He gets no respect that  boost hisa?|",1
"RT : He gets no respect that  boost his eagle up!!",1
"Yea RT : You feed your bird ? RT : I Be Feeling Ugly Until  Boost My Eagle Up I Be Feelin Handsome ??",1
"Old School now proudly serves KCCO . Chive. Old School. Get Some. ",1
"THE FIVE(ISH) DOCTORS REBOOT -  REACTION VIDEO: #url i love it.",1
"a?o#mention: TEQUILA TUESDAY TONIGHT!! @ 10pm! Bring  !! HMU FOR INFO! NO  NO TURN UP FOR YOU!! ???a?? cept me ? lol",1
"Sip some   while you hang out with the guys of Jesus Lizard, tomorrow night at #mention #url",1
"Niall horan the leprechaun or Niall horan  .. The world will never know #media",1
"RT #mention: #mention Not Yet! Fingers crossed for 8 weeks! Local  &amp; Wine on tap// bottles &amp; cans in the market. Thnx for aa?|",1
"never ask me something while im  if youre afraid to know the answer im brutally honest",1
"RT : I write songs about lost love, , and felching.",1
"MT #mention: Love \"Top 10 Norm Peterson  quotes\" on #mention s post about Cheers Norms Amber Ale : #url",1
"",1
"Just got our new  personalized license plates  #url",1
"RT #mention: If you didnt  my  last week, fear not as you could be this weeka?Ts lucky winner. Follow &amp; RT to be ina?|",1
"RT #mention: Farid Fadli Putra &lt;=-P **",1
"HIja jay drinkin all the Klingon ",1
"RT : Mom: YouAca,?a\"cre never moving out, are you? Me: *peaks out of pillow fort* probably not. Mom: Is my  in that fort? Me: NO GIRLS ALLOWED!",1
"Our New Happy Hour  Specials.. 2-5pm EVERYDAY $2 PINTS $3 PILSNERS  $4 MONSTERS",1
"Aca,?A\": i need to meet  harry ",1
"Check out the  commercial with 2Pac, Elvis, Marilyn Monroe, John Lennon, and Bruce Lee kickin it on a beach --&gt; #url",1
"RT #mention:  women are seen as \"asking for it\" when theyre  &amp; dancing suggestively in a club. Go ",1
"RT #mention: #mention ??? yeah i did! Omgg ahshajshajsa that hug them freellss uff i love me a  rudraa?|",1
"Currently has all his  in a different fridge. #mention",1
"RT #mention: #mention UK sheeple bought by 1/300 off &amp;bingo tax cut #url poll CON near LAB&amp;CONDEM ahead http:a?|",1
"According to Twitter every gay fucker is at the Game of Thrones premiere. Im quite happy with my True Detective /  dependency TYVM.",1
"Minimum Unit Price for ? #mention: a?~Scandala?T of liver disease inaction via #mention  #url  ",1
"Who is Drinking Craft ? [Infographic] #url ",1
"Aca,?A\": Aca,?A\": Dont understand why Im drinking  I got school tomoAca,?A? Alcoholic from earlyAca,?A? learnt from you",1
"RT #mention: RUN TO THE  RUN FOR YOUR HOPS",1
" DINNER THIS THURSDAY MARCH 27TH @ 7PM #mention ! 5 tasty  with 5 tasty dishes! #media",1
"But Negapatan said his clients insist the women were not  and agreed to have sex with them.",1
"RT : Blue-eyed people require more  to get  than people with dark eyes.",1
"RT : Go home .. youre . ",1
"How big can you still have good ? What does it take to be both delicious and successful? More money less quality?",1
"Are you thirsty? Find the nearest Wild Rose  near you  #url",1
"RT Anyone fancy a free recording and free food and ! :). Just go to HopPoleStudios open day! ",1
"RT #mention: Actually, Facebook buying Oculus VR proves that giant companies are just like me: sometimes they get  and buy shit ofa?|",1
"ILL BE  AGAINN to feel a little love",1
"Some wonderful podcasting from The Water Values. Hear our very own Jenn Vervier talk brewing and water: #url",1
"cant stand when somebody talk to me like Im a lil ass girl. Im not no fucking kid bitch is you  ?",1
"RT : When you leave a party and youre still  ",1
"RT : Justin Bieber leaving a whore house in Brazil after he fucked her HAHAHA (more pictures) ?? ",1
"RT #mention: NEW FACTSHEET:  use in rural Australia #url - #mention ",1
"RT #mention: Football, , manly things.",1
"RT : Well the guy to my right is currently getting  in class and the guy to my left is a walking cloud of cig smoke.. Eww.",1
" tomorrow #mention for all the best drinks deals!  A?2.50 DBL  NRG A?2 Jagerbombs A?3.75 Megabombs  Be a part of it!",1
"I drink too much  to have a good diet ?",1
"RT :  for breakfast,  for lunch, and a sensible bottle of wine for dinner. -if I wrote diet commercials.",1
"The  person trying to give directionals for parallel parking was the funniest thing ever ?",1
"RT #mention: If you didnt  my  last week, fear not as u could b this weeka?Ts lucky winner. Follow &amp; RT to be in wia?|",1
"From 10-close, you can get a  for one 50 cent piece. 2 quarters. 5 dimes. 10 nickles. But no pennies. They suck. #media",1
"RT #mention: .#mention why are you reporting soaring UK  consumption when any and all official stats say it is static:dea?|",1
"You dont really know someone if youve never seen them .",1
"RT #mention: Turn up d vibes!! RT @_BeautTee: @whitewinemusic #mention @socawarriorcrew for the ? Tequila please",1
"I want to try the new Klingon .  An aside, the iPhone recognizes \"Klingon\" as a word.  Thats as awesome as the .",1
"Attn: shitheads in 319: NO I AM NOT GETTING YOU TWO MORE CANS OF COORS IM NOT HERE TO GET YOU MORE  FUCK OFF AND FUCK YOU",1
"RT #mention: ART! MUSIC! CRAFT ! BBQ! FUN!  All day Saturday 12PM-7PM  Dont miss it.  #url",1
"Star Trek  Is Final Frontier in Fandom - Mashable #url",1
" workers win backpay #url",1
" and gas do mix but they taste terrible.",1
"?RT @TrayloreanB: The  gummie beara got me ON ONE!!",1
"RT @ZazzyP_FromDa3: My grandma always wanna go to the  store",1
"RT : people who brag about being  & high all the time ",1
"RT #mention: Im playin \" Store\" by #mention only because its probably the best song this side of Alpha Centauri.",1
"RT : College: the only time its acceptable to be poor and .",1
"I need a  tonight",1
"Would you suck your str8 buddies cock if he was ..?? ",1
"RT #mention: CBS Announces The First Official Star Trek  - #url",1
"I got a ping ping table but its used only for  pong lol",1
"RT #mention: The darker the color of your alcoholic drink, the more likely it is to give you a .",1
"RT @Josiedamnanya: #mention lmao shes so ",1
"RT #mention: I want to meet myself from someone elses point of view",1
"RT : Aca,?A\": Im low key the 3rd ugliest person in my family..my cousin baby come first.. den come my  ass uncle sunnyAca,?A???",1
"RT : im gone be so  I aint gone know nobody name.. might not know mine!!",1
"whos got two thumbs and ? ME ITS ME IM  OK STOP JUDGING ME ITS MY DINNER",1
"I need a ",1
"RT #mention: We secretly switched Jensena?Ts prop  with Folgera?Ts Crystals. Leta?Ts see if he notices.. ",1
"Aca,?A\": No. Bc people do stupid things when they are . I am an example of that.Aca,?A???",1
"RT : Seeing a photo of a penis, while I may appreciate the image, doesnt get me wet or cause instant desire. Now, , on the other hand..",1
" is good",1
"Lmfao its the trashest cheapest  on the market boo boo RT\": CIROC is a real nigga drink\"",1
"http://OTPicks.com AlchemyTrader: I guess Nitty doesnt get  everyday..: Alc ",1
"RT #mention: Pintful: NC  Month expands its spotlight on craft  scene a?\" News &amp;A Observer #url",1
"RT : Our Generation Only Cares About ??: Aca,?Ac Hoes Aca,?Ac  Aca,?Ac Bang Bang Aca,?Ac Emojis Aca,?Ac Tattoos Aca,?Ac Shoes Aca,?Ac Molly Aca,?Ac Clothes Aca,?Ac Cars Aca,?Ac Weed",1
"RT \": I love how  can provide clarity and blurriness at the same time.Aca,?A?",1
"RT : Cheers from the ",1
"Im just  chillin by myself ?",1
"Czech  is finally here! Only at BREW  &amp; Ciders, Thonglor 13 #url",1
"RT #mention: Dear parents, I am obsessed with a beautiful and talented human named Demi Lovato. Not drugs, Not , so be thankfa?|",1
"RT #mention: I LOVE  with a bad passion ?",1
"RT #mention: Too  to drive home? Just drive to another party.",1
"Set Your Phasers to Buzzed:   Is Coming #url It seems insane weve had to wait this long, no? &amp;nbsp;&amp;nbsp..",1
"RT #mention: a?o#mention: a?o#mention: I hate when I get  I be needing dick so bad?a??. How bada??superr bad likea?|",1
"RT #mention: This Star Trek-inspired brew is the final frontier of  #url #media",1
"RT #mention: UES LFC FANS LIVERPOOL V SUNDERLAND UPSTAIRS AT RYANS DAUGHTER TODAY FROM 4pm. $4  during the match YNWA http://t.co/8lOa?|",1
"RT #mention: I  and most days on my rotating roster. Now the Adults are in charge and  at the wheel I  have to #marca?|",1
"Go home, u  #mention: #mention i cant, just tweet :D",1
"  IN MY CUP #mention #mention  #mention #mention #mention ON  ( WONDER WEDNESDAY ",1
"Gold. Ping @BarossaFarmProd! RT #mention: if Australia ever does legalise marijuana imagine the things Maggie  could do.",1
"RT #mention:  lines well under way with 1st hangman pulled this arvo @raglanlord @RocksBoy @HartsSteve @Rocksbrewing http://t.co/itwa?|",1
"My throat is in bits, cold weather and  seems to kill me these days!",1
"RT #mention: cant go wrong with a free  linquiny.- can u put me on the Ways list pls lool",1
"Only Irish coffee provides all main essential food groups: , caffeine, sugar, and fat",1
"RT #mention: Grant Shapps  and Bingo tweet is a great lesson in the lack of market orientation says #mention http://t.co/a?|",1
"RT : Saw a homeless  playing with his dick on the train. Thought of you.",1
"5sos obviously needs to play more  pong",1
"I have a . ??",1
"RT : Being , under the influence of  makes it easier for the human brain to process and express the truth.",1
"http://nisosoulmates.com 3 President Obama Secret Service Agents Found  On Duty ",1
"YES! RT #mention: hello?? Is it  youre looking foorr??",1
"Think drink Think drugs Think seizure! People who look  or on drugs may be having a seizure  #url",1
"This  could be your life: #mentions #mention on craft brewers vs. the big guys: #url",1
"RT #mention: The Naughty Show #205:  Terror on Roller Skates by The Naughty Show #url on ",1
" in love baby all night",1
"Reason #4356 why your attendees will ? PHL. Cause its 1 of 10 best  cities in US. Cheers from PHL! #url",1
"RT #mention: What if Kurt Cobain, John Lennon, Tupac and Elvis were all still alive and lived on an island drinking ? http://t.co/UQlpha?|",1
"SA vs Sri Lanka  \?/ *opens a * lets chase this score boys come an",1
"Our food & beverage department is at it again for 2014! New  Shake flavors, Sushi Dogs, and a whole lot more.. ",1
"Okay, this is awful and awesome at the same time! Its a German commercial for  starring the likenesses of.. #url",1
"One week from today, well be back at #mention for . Late start(11PM), but the  will be flowing! #url",1
"RT : One time I got so  I wiped my shit stained asshole with my $500 cashmere sweater\" - Hampden-Sydney College",1
"Definately having a true NYC  today, not looking forward to switching hotels ",1
"I get thinking maybe theyre not your fav. people, but man no one hates their own like craft  people when we feel up for it.",1
"My  league team, b2b Champs. Im staying on the DL. ",1
"I wasnt no alcoholic lol but for 7 years I was getting  at parties / events / friends houses ..a?| #url",1
"The Food Republic craft  power rankings return #url",1
"Society. Tonight. FREE ENTRY, tunes from DJ Stefano, A?1.50  mixer, 5 bottles of vk or bottle  for A?10,.. #url",1
"RT : I mean 95% of their fan base are  rednecks with an IQ of 23. Get all their Carolina gear from Walmart ??",1
"RT : Normal teens want drugs,  and party all night. All I want is a hug from Ariana Grande ?",1
"Nick Frost Headed to American Television as  Lawyer: Like Drew Barrymore before him, Nick Frost is shif.. ",1
"RT #mention: #mention #mention #mention Raising a   to you all @Ipex_World with @workflowz. http://t.co/ZCla?|",1
"RT : Just checked my fucking camera and some moron has taken 45 pictures of me-and I appear to be  in EVERY FUCKING ONE!! WTF",1
"Linux Voice magazine has a Raspberry Pi/linux/ brewing article, does @wilw write for it?",1
"RT #mention: Dont cry , think hendle me  Stay and Fly ?",1
"RT #mention: Pint Day- most pints $2.75- Last chance for #mention - Schwazer Rauch-a must try for smoked  fans",1
"pondering question whether we should do  jelly shots for  #mention #mention in flavors of strawberry, blueberry, etc.",1
"RT @TheCitVancouver: 30 Days of Belgian  | Mar 7-Apr 4 | The District, 13 Lonsdale Ave | Discover a daily Belgian import at $4 off | @da?|",1
"Secret Service Agents Protecting President Obama Found  And Aca,?EoPassed OutAca,?a\"c In Netherlands ",1
"Photo: All hail to the ! And a big cheer for the . #url",1
"RT #mention: An opportunity to earn  geek-bragging rights: were getting together with #mention over Sunday dinner: http://a?|",1
"Just added Evil Twin Ryan And The Beaster Bunny bottles. See our full  menu: #url #mention ",1
"Not even 1PM and I already have a work .  anyone?",1
"literally it smells like  and rubbing  and old person wtf",1
"?? the first one the girl mad  the second one it was a 2 minute porno lol they both weak #url",1
"I need  & some good fucking head ??",1
"RT #mention: Craft  and Blues festival! Easter weekend. See website for details.",1
"Had dream about Twitter friend I dont know in real life. She was  and my wife and I were escorting her to a TV interview. Was it you?",1
"Thats the kids sorted..Im showered an sat with a  waiting an waiting an waiting for the game!!",1
"RT : We are giving away a warm hoody! To enter follow us & RT this tweet! Winner announced on 28/03/14. ",1
"I hope  are as well prepared as me. Take-out meal - check.  - check. Snacks - check.  - check.",1
"RT : So if guns kill people, I guess pencils misspell words, cars drive , and spoons make people fat.",1
" marinade could reduce levels of potentially harmful substances in grilled meats #url",1
"{I smile at #mention as I pick up a few of the bags containing all our } Where to?",1
"\"I need a hug or 6 shots of \"",1
"Champps Pentagon City 7p tomorrow (Thursday)  &amp; baseball talk w/#mention, #mention &amp; more. Bring a box to help  move!",1
"RT : Im just gonna get  and not care",1
"MLB St Louis Cardinals Baseball Budweiser  Neon Light Sign 13\" x 9\" #url",1
"a?o#mention: If you are  and have the urge to vomit, taking short rapid breaths can help it go away.a?? Im gonna need this on sat?",1
"RT #mention: They say  kills people, but lets not forget how many were born because of it.",1
"Blue Moon is the #1 Googled  in america.  ",1
"Im a little  But Ive got something to say  ",1
"Brooklyn Brewerya?Ts co-founder talks about the state of craft  a?\" TheA Times-Picayune #url",1
"if COA says we have capacity issue requiring reduced free  events and permits why did they sponsor NME in London to attract visitors?",1
"love   ",1
"RT : I was actually going to quit twitter, two days ago. For real. Instead I got  and started uploading selfies. Now Im confused and scared",1
"Aca,?A\": Seafood and  season is backAca,?A? its 30 degrees",1
"Have you signed up for the #mention Charity  Pong Tournament Yet? #url cc: #mention",1
"RT : Think Im gettn  tonight cause Im clubbing ??",1
"RT : I wasnt gonna add this.. but then I got ! :p RT/RV if u want moar for watch it or do.. ",1
"RT : My son laughed when I spilled my  so \"fluffy the bear\" took a ride in the garbage disposal WHOS LAUGHING NOW?",1
"RT : SHOW YOUR LOVE WITH ! Beery gifts for & . Result! ",1
"Toronto man will only drink  a?\" no solid food a?\" for the 40 days of Lent #url",1
"RT : Nothing compliments a  like another ",1
"RT : Love  / I vote for \"Wings\" ",1
"RT : We all just want a crush with a nice backyard to hang out in and drink . Or tequila. Amirite?",1
"Some niggas call re not the heart atimes they need ur enlightened convo on a  spot with them babe",1
"RT : My heart is freeze dried. Just add .",1
"RT : Checking out the bobcats tonight with good friends and free . ",1
"RT #mention: A punch card to get your \"tenth one free\" but for the  store and bottles of wine.",1
"RT : hella  last nite!! I dont remembr gettin thiz!?? ",1
"The one in my hand! RT #mention: FAV. ? .. The #mention returns to #mention April 5: #url ",1
"JAY IS  AGAIN",1
"RT #mention: NEW MUSIC: #mention x #mention \" On The Floor\"  #url  http://t.co/0Nt09di7a?|",1
"RT #mention: #mention Give a holler anytime..I quit the  18 years ago but now Im addicted to ! Its lotsa fun &amp; Ia?|",1
"Wants to get  bc upset",1
"RT : The best Go Home, Youre  memes ",1
"Do you drink a?\" ? yea do you? #url",1
"\"#mention:  #mention at a eminem concert this  guy fell face first lmao!! ?????\" that was me",1
"Im read to be .",1
"RT : : $2.00 ?? illegal drugs: $20 ?? THIS face tattoo ?? ",1
"a?o#mention: 14.  sex or high sex?a??",1
"Agents: Drug cash used to buy luxury home, drive-thru  barn  #url",1
"RT #mention: Thats not funny.  Maybe it is.  Ill meet you at your dressing room with a script and .  Get Betty. #mention @hotna?|",1
"Government Shuts Down Small Brewerys  Drones | #mention #url",1
"Thass cold  : I wonder if the  has all the essential nutrients and oils for her fur.. ",1
"RT #mention: Its pretty simple. I go to bed when I run out of .",1
"RT #mention: Im not some damsel in distress, I dont need anyone to save me.  I just need someone to reach this bottle of  off the topa?|",1
"RT : there are no words to describe the feeling you get when youre  and smoke a cigarette.",1
"once i chased a shot of  with a glass of .",1
"Bring the  and the thothies to the FEFE on the block",1
"just one more #mention #mention  regarding #mention  names.. Ordinary Wort..",1
"Girl grab me another ",1
"RT : My doctor said I should watch my  intake so I started taking pictures and posting them on Instagram. Enjoy!",1
"So an agent passes out  in a hotel hallway and gets sent home?..Amid New Rules and Scrutiny, Secret.. #url",1
"Hammered  on a Wednesday.",1
"Now taking bets on whether Sierra is  or not bc at this point it could probably go either way",1
"RT : you guys want a laugh? Its about the  fellas. Hug it the fuck out. ",1
"RT : go home instagram, youre  ??",1
"RT #mention: a?o#mention: #mention @iamselamarie lmfao that means you getting !!a?? Haha wut is  ??",1
"RT : Plot twist: I dont get  with two  ??",1
"Scene from a new a?~a?T movie? Nope, just the Presidenta?Ts  enjoying Amsterdam. #url",1
"Klingon to your hopes of Star Trek  #url a?|  #mention ",1
"RT #mention: I get  and get in my feelings ?",1
"RT : We all just want a crush with a nice backyard to hang out in and drink . Or tequila. Amirite?",1
"Ia?Tm kinda , and I just wanna say whatever I feel to who I feel it fora?|",1
"My phone is ",1
"U ? RT : Cant hold a person down who dont wanna be hold",1
"RT #mention: When the teacher moves you away from ya friends and you no longer part of the mix.. #media",1
"RT : . Because when filling in an online order form, I had to scroll down so far for my year of birth I lost control of the mouse twice.",1
"Brewery raises a glass to  voted UK best - Bristol Post #url",1
"Making fun of my  self is the greatest.",1
"[Grub Street] Sweet Chick Scores  License at Former Max Fish Space #url",1
"RT : A real girlfriend would be  along with you \": Need a girlfriend to yell at me for being  on week nightsAca,?A?",1
"its a good thing that 5sos dropped out of school before college bc they suck at  pong",1
"RT #mention: Mom says:  is your  enemy.   Jesus says: Love your  enemy.   Case closed.",1
"New Craft Brewery, Prohibition Brewing Company opens up in ! s Craft  scene continues to grow #url",1
"a?o#mention: a?o@CaitYUUP: JB a?? *looks over* yea she shwasteda?? super throwed ???????",1
"RT : I need a hug(e amount of )",1
"RT : Need a Unique way to show your love of ?  Bottle Wind Chimes are perfect ",1
"\"How  are you?\" \"Well I still have my clothes on, so not  enough, actually.\"",1
"Aca,?A\": Im the type of girl that would rather drink some  and watch tv with you than go on a romantic dinerAca,?A? ??",1
"a?o#mention: Bitches get , and get emotional!! After cursing u out tho smhha?? that means she loves you",1
"I respect my parents enough not to drink infront of em even though they know I drink ",1
"President Barack Obama Passes Out During  Drinking Contest ",1
"Ek hath me ..  Aur tu bhi mere near..  I love you my dear..   Aiyyoo!!",1
"RT #mention: people will rate your body, hair, clothes, nails, walk, talk,  &amp; finances  But never let them tear YOU down: they ara?|",1
"RT #mention: Craft  breweries benefit with new legislation #url via #mention",1
"RT : Twitter is a huge maze where you cant see the exit for all the  stores.",1
"You said it well #mention.. Book . The Secret History did me in!",1
"Cop: Im giving you a ticket for  and disorderly behavior. Me: May I have another? Id like to bring a friend.\"",1
"Live link to  board inc #mention #mention #mention and #mention  #url #media",1
" phone calls from my Chicago fam at 7 AM ?",1
"RT #mention: Bacon, , pizza, whiskey, beards, tequila, sex, nachos, coffee, tacos, TCs, dick pics, RL, fucks, &amp; funny.  Did I a?|",1
"a?o#mention: Lets celebrate..Tea anyone?a?? &gt;&gt;  tea?",1
"MLB Chicago Cubs Old Style Baseball  Neon Light Sign 18\" x 14\" #url",1
"RT #mention: 20 Things You Didnt Know About Guinness  stoudt  ..",1
"Twitter notification, go to sleep youre ",1
"Spring break is the most annoying time of year because all I see is  Panama City pictures. Like, no one cares that youre .",1
"RT : im tryna be .. please get the fuck out my face",1
"yes. city shows up for all things . RT #mention: Would a RVA bar crawl ever be worth it? hm",1
"First Boy Next Door show was just great tonight! A  mum named \"Bern\" heckled me. MORE LIKE A MUM NAMED BURN. AM I RIGHT? ",1
"RT #mention: I found a box of Girl Scout Cookies in Gregs desk  We ate them &amp; filled the box with water, but it didnt work like it a?|",1
"Ashevilles #mention named one of Americas best  bars. #url  (via #mention) #media",1
"In 12 hours Ill be  and telling this day to fuck right the fuck off.",1
"Not at all bruh RT #mention: Not a bad idea at all RT @TahsawZG: fina buy some sky  and chill today just for control",1
".#mention is hung over, so we have been playing some music to sooth her  in the office - #url",1
"An 18-year-old once tried to eat his underwear in hopes that the cotton fabric would absorb  before he took a breathalyzer test.",1
"I had a dream the school had a vending machine for . Wtf ?",1
"Coffee, Twitter, . No wonder a writers day is so full.",1
" turned me into nothing but an escapist who is utterly afraid of confronting their reality.",1
"RT #mention: Great company. #mention #mention #mention #mention #mention #url",1
"Parents are like . In moderation theyre great, but too much gives you a headache.",1
"Big  brewers know their core drinkers. Budweisers Baseball Opening Day Holiday Plan Is Brilliant: #url #mention",1
"LETS GET ",1
"I can take care of my  friends, so the responsibility of having children doesnt worry me",1
"RT : my straight homie doesnt believe Im gay, I said, \"take ur dick out & Ill show ya\" he choked on his  lol! ",1
"RT : When youre , all your clothes are workout clothes.",1
"Seen our  yet?  #url",1
"Give me back my ",1
"Im broke ? Bitch you  lol",1
"Great read about Craft  In the Kitchen: 5 Tips on  and Flavor #url via #mention ",1
